"","title","author","path","date","response"
"1019","Re: [普雷] 頂尖對決疑問","rogerhsu1121","/bbs/movie/M.1371613079.A.619.html"," 6/19","12"
"1020","[無雷好評] 我的性愛六堂課","cloudyhouse","/bbs/movie/M.1371614026.A.ED6.html"," 6/19",""
"1021","[討論] 台灣MTV專訪超人Man of Steel演員及導演","Wencube","/bbs/movie/M.1371615445.A.752.html"," 6/19","7"
"1022","[贈票] 「淒厲人妻」特映會贈票","cds","/bbs/movie/M.1371616457.A.4EF.html"," 6/19",""
"1023","[討論] The Other Woman:凱特阿普頓性感露半球","northoslo","/bbs/movie/M.1371621192.A.AF5.html"," 6/19","6"
"1024","[好無雷] 實習大叔 The Internship","nadoka","/bbs/movie/M.1371621529.A.2BF.html"," 6/19","1"
"1025","[好雷] 聽說桐島退社了","davidkid","/bbs/movie/M.1371623862.A.B00.html"," 6/19","5"
"1026","[好雷] 大明星的世界末日 This is the end ","yangtsur","/bbs/movie/M.1371629025.A.5D0.html"," 6/19","2"
"1027","[請益] 關於《宿主 The Host》一個疑問","Smileko","/bbs/movie/M.1371632136.A.7F3.html"," 6/19","2"
"1028","[新聞] 超人》 開創新的里程碑","sweet117","/bbs/movie/M.1371633136.A.134.html"," 6/19","1"
"1029","[請益] 聽說桐島退社了","BODOdove","/bbs/movie/M.1371633398.A.D6B.html"," 6/19","8"
"1030","[閒聊] 鐵達尼號","Yijhen0525","/bbs/movie/M.1371634335.A.36E.html"," 6/19","9"
"1031","[新聞] 日影《草食男之桃花期》看宅男如何尋春天","newblythe","/bbs/movie/M.1371635135.A.6F8.html"," 6/19","11"
"1032","[討論] 金城武主演吳宇森執導《The Crossing》","nerve333","/bbs/movie/M.1371637496.A.B78.html"," 6/19","5"
"1033","Fw: [新聞]""名偵探柯南:絕海的偵探""結合真實逃脫遊戲","filmwalker","/bbs/movie/M.1371639628.A.4E6.html"," 6/19","2"
"1034","[無雷好評] 實習大叔","cloudyhouse","/bbs/movie/M.1371639676.A.607.html"," 6/19","1"
"1035","[片單] 有關""準確度""或""效益1+1>2""的片子","pilimonkey","/bbs/movie/M.1371639932.A.2AB.html"," 6/19","5"
"1036","[問片] 一部滿久的精悚片","tk50393","/bbs/movie/M.1371639957.A.A3E.html"," 6/19","1"
"1037","[情報]宇宙囧片王．富春山居圖（上）","pulolesu","/bbs/movie/M.1371641143.A.FCB.html"," 6/19","爆"
"1038","[無雷]為鋼鐵英雄平反 ","bank89902595","/bbs/movie/M.1371642477.A.486.html"," 6/19","19"
"1039","[討論] 「阿呆與阿瓜」續集今年夏天開拍","beckseaton","/bbs/movie/M.1371646599.A.DE3.html"," 6/19","9"
"1040","[普雷] 森林戰士 - 正義必勝","otherside","/bbs/movie/M.1371647766.A.AA0.html"," 6/19","3"
"1041","Re: [閒聊] 鐵達尼號","ChenWay","/bbs/movie/M.1371649645.A.67F.html"," 6/19","5"
"1042","[討論]【老虎假面】真人版前導預告 瑛士主演","tkuaaa","/bbs/movie/M.1371650753.A.DF3.html"," 6/19","10"
"1043","[好雷] 末日Z戰：看完會腦神經衰弱阿阿阿","puzzler100","/bbs/movie/M.1371651102.A.A18.html"," 6/19","10"
"1044","[片單] 求劇情中有關於機會成本或其他經濟學概念","quadx","/bbs/movie/M.1371651195.A.51B.html"," 6/19","5"
"1045","[請益] 超人：鋼鐵英雄一個英文單字請問（有雷）","danding","/bbs/movie/M.1371651899.A.85F.html"," 6/19",""
"1046","[討論] 一個關於超人片中的疑惑","einspon","/bbs/movie/M.1371651962.A.6F9.html"," 6/19","18"
"1047","[普雷] 關於出神入化...結局太失敗了","DarkKnight","/bbs/movie/M.1371652395.A.B73.html"," 6/19","8"
"1048","Re: [請益] 絕命連線.. 劇情一問 有雷慎入","gggping","/bbs/movie/M.1371652609.A.CDC.html"," 6/19","2"
"1049","[新聞] 趙又廷劈腿，姚晨【搜索】批高圓圓：可恥","kkaicd1","/bbs/movie/M.1371653158.A.364.html"," 6/19","3"
"1050","[普雷] 看完超人之後的感想 ","rr9sqkqx","/bbs/movie/M.1371653348.A.083.html"," 6/19","19"
"1051","[好雷] 末路車神","lanma","/bbs/movie/M.1371653690.A.6BF.html"," 6/19","23"
"1052","[無雷]逗陣ㄟ ","g74532","/bbs/movie/M.1371653875.A.9F9.html"," 6/19","2"
"1053","[好雷] 出神入化 好精彩","JOYE0326","/bbs/movie/M.1371654363.A.B67.html"," 6/19","2"
"1054","[新聞] 小布全球跑 「末日」海扁活屍大軍","sony577","/bbs/movie/M.1371656540.A.A74.html"," 6/19","4"
"1055","[好雷] 偷情 Closer─美好的謊言or殘酷的真相","wesley1203","/bbs/movie/M.1371657928.A.73D.html"," 6/20","4"
"1056","[討論]【普羅米修斯2】找到新編劇 望明後年上映","tkuaaa","/bbs/movie/M.1371658133.A.9B4.html"," 6/20","21"
"1057","[贈票] 時尚勵志抗癌!《9頂假髮的女孩》PTT贈票!","pelicula","/bbs/movie/M.1371658862.A.67B.html"," 6/20","60"
"1058","[好雷] 超人-鋼鐵英雄","jackypaul","/bbs/movie/M.1371659296.A.4E7.html"," 6/20","20"
"1059","[討論] 瑪麗珍將不會出現在蜘蛛人：驚奇再起續集","alljerry04","/bbs/movie/M.1371659674.A.EDA.html"," 6/20","30"
"1060","[好無雷] 末日之戰 ","vollier","/bbs/movie/M.1371659749.A.1A2.html"," 6/20","5"
"1061","[討論]  《末日之戰》的慘烈內幕 (有卦有雷)","vollier","/bbs/movie/M.1371660225.A.326.html"," 6/20","53"
"1062","[片單] 求薦清新愛情片","haciendo","/bbs/movie/M.1371660439.A.918.html"," 6/20","19"
"1063","[普雷]鋼鐵英雄--缺少的感動 ","bl0418","/bbs/movie/M.1371661892.A.6F1.html"," 6/20","25"
"1064","[討論] 「銀幕大角頭2」最新預告","beckseaton","/bbs/movie/M.1371662345.A.D7D.html"," 6/20","9"
"1065","[普雷] 超人鋼鐵英雄之 我難過","n17a2","/bbs/movie/M.1371663753.A.D40.html"," 6/20","6"
"1066","[新聞] 「阿凡達」3D總監助陣「王牌巨猩」 ","atomcinema","/bbs/movie/M.1371664002.A.E78.html"," 6/20","3"
"1067","[問片] 想問一部反恐片","a75088285","/bbs/movie/M.1371667007.A.91C.html"," 6/20","2"
"1068","[ 普 雷]鋼鐵超人 ","RRloveDD","/bbs/movie/M.1371668789.A.C9C.html"," 6/20","7"
"1069","[請益] 超人前半段的疑問","peggy34389","/bbs/movie/M.1371669013.A.ADD.html"," 6/20","13"
"1070","[廢墟好普爛雷] 厄夜車諾比之異塵餘生XD","windguess","/bbs/movie/M.1371677659.A.5ED.html"," 6/20","40"
"1071","[情報] The LEGO Movie 預告片","porst","/bbs/movie/M.1371686823.A.335.html"," 6/20","4"
"1072","[問片] 一部電影  已有解答：在世界轉角遇見愛","squarle","/bbs/movie/M.1371688163.A.80E.html"," 6/20","2"
"1073","[討論] 演員James Gandolfini過世","beckseaton","/bbs/movie/M.1371688766.A.EBC.html"," 6/20","30"
"1074","[問片] 請問一部日本戰國片","blackwheel09","/bbs/movie/M.1371689146.A.B7D.html"," 6/20","4"
"1075","Re: [新聞] 電影《聶隱娘》新陣容曝光 姜文加盟","stephilow","/bbs/movie/M.1371692434.A.299.html"," 6/20","4"
"1076","[討論] 《機器戰警》英勇殺敵影音照片","northoslo","/bbs/movie/M.1371693786.A.6F2.html"," 6/20","24"
"1077","[問片] 一部女兵被性侵的電影","xastraydx","/bbs/movie/M.1371694525.A.BFD.html"," 6/20","15"
"1078","Re: [請益] 超人前半段的疑問","ineis","/bbs/movie/M.1371694824.A.01B.html"," 6/20","7"
"1079","Re: [討論] 《機器戰警》英勇殺敵影音照片","BF109Pilot","/bbs/movie/M.1371696602.A.29A.html"," 6/20","5"
"1080","Re: [請益] 超人前半段的疑問","liusim","/bbs/movie/M.1371698081.A.4BF.html"," 6/20","8"
"1081","[普雷] 黑金","tigerblue002","/bbs/movie/M.1371703094.A.03B.html"," 6/20","21"
"1082","[討論] 「藍色小精靈2」最新預告","beckseaton","/bbs/movie/M.1371703655.A.34F.html"," 6/20","1"
"1083","[負雷]man of steel ","Jthreesmall","/bbs/movie/M.1371705660.A.44D.html"," 6/20","2"
"1084","[請益] 超人裡面太空船到地球的時間","sy4826951","/bbs/movie/M.1371706378.A.40C.html"," 6/20","5"
"1085","[新聞] 罵完導演再罵自己！陸網友轟《富春》刷新爛片境界","reke","/bbs/movie/M.1371706433.A.B7A.html"," 6/20","33"
"1086","[贈票] 新竹大遠百-破案天才伽利略:真夏方程式","Debblie","/bbs/movie/M.1371707321.A.5BC.html"," 6/20","1"
"1087","[問片] 末日之戰","mzwj","/bbs/movie/M.1371707412.A.C6D.html"," 6/20","3"
"1088","Re: [請益] 超人裡面太空船到地球的時間","alljerry04","/bbs/movie/M.1371707552.A.190.html"," 6/20",""
"1089","[請益] 問一部電影 我只記得部份台詞","dancefish","/bbs/movie/M.1371708023.A.6A6.html"," 6/20","1"
"1090","[問片] 新聞裡撥的片段","rax0629","/bbs/movie/M.1371708377.A.B70.html"," 6/20",""
"1091","Fw: [情報] 《孫中山》《大稻埕》《共犯》拍攝幕後","pttmovielove","/bbs/movie/M.1371709008.A.F5B.html"," 6/20","3"
"1092","[討論]「屌爆俠」老婆將執導【格雷的50道陰影】","tkuaaa","/bbs/movie/M.1371711402.A.D46.html"," 6/20","8"
"1093","[問片] 年輕人演唱團體的音樂劇情片--擋不住的奇蹟","policia","/bbs/movie/M.1371711801.A.6F1.html"," 6/20","1"
"1094","[贈票]《王牌雙賊》與《男女關係之密語》特映券 ","epmt","/bbs/movie/M.1371713554.A.FD6.html"," 6/20",""
"1095","[問片] 有關兩個女人面對乳癌的故事 (雷) 已解答  割愛","keen92","/bbs/movie/M.1371714615.A.728.html"," 6/20","2"
"1096","[普雷] 末日Z戰 ","bjqsdootue","/bbs/movie/M.1371714721.A.846.html"," 6/20","5"
"1097","[無雷]  末日Z戰  Good","arhtur945","/bbs/movie/M.1371715094.A.092.html"," 6/20","13"
"1098","[請益] 超人-克利普頓星的拓荒者","chris734010","/bbs/movie/M.1371717162.A.DB9.html"," 6/20","3"
"1099","[片單] 想找有關英雄的片子","caro770880","/bbs/movie/M.1371718587.A.BFB.html"," 6/20","9"
"1100","[片單] 請問像天龍特攻隊這樣的電影","circe","/bbs/movie/M.1371719368.A.EFA.html"," 6/20","19"
"1101","[討論] 導演證實瑪麗珍將不出現在新蜘蛛人2","nerve333","/bbs/movie/M.1371720808.A.A65.html"," 6/20","5"
"1102","[好雷] 末日之戰 塊陶阿活屍來了","bala73","/bbs/movie/M.1371721528.A.169.html"," 6/20","4"
"1103","[新聞] 超人吸睛票房攀冠軍　末日之戰怪獸接棒","reneebsb","/bbs/movie/M.1371721663.A.E9A.html"," 6/20","1"
"1104","[微雷]超人-沒想到有鬍渣才更帥","Pujols3","/bbs/movie/M.1371723463.A.0EF.html"," 6/20","2"
"1105","[問片] 一部討論生死的電影","Posner5566","/bbs/movie/M.1371723894.A.81F.html"," 6/20","8"
"1106","[請益] 為什麼美國片第二次見面就可以上床?","knowing","/bbs/movie/M.1371724017.A.709.html"," 6/20","14"
"1107","[好雷] WORLD WAR Z 末日之戰 ","ColaCloud","/bbs/movie/M.1371724361.A.1A8.html"," 6/20","1"
"1108","Re: [贈票] 淒厲人妻  (得獎名單)","kinple","/bbs/movie/M.1371724426.A.CF1.html"," 6/20","5"
"1109","[好雷] 末日Z戰","carotyao","/bbs/movie/M.1371724839.A.0EE.html"," 6/20","5"
"1110","[新聞] 迪士尼抽手 周董咬牙為「天台」打片","sampsonlu919","/bbs/movie/M.1371725319.A.03D.html"," 6/20",""
"1111","[新聞] 金城武，不惑之年、成熟紳士！","pointofview","/bbs/movie/M.1371726320.A.94D.html"," 6/20","3"
"1112","Re: [請益] 超人裡面太空船到地球的時間","erhugod2000","/bbs/movie/M.1371726349.A.E30.html"," 6/20","3"
"1113","[普雷]《一代宗師》一代宗師們的…花樣年華 ","ash1118","/bbs/movie/M.1371726578.A.E05.html"," 6/20","8"
"1114","[新聞] 艾爾帕西諾 「神偷2」獻聲突喊卡","sampsonlu919","/bbs/movie/M.1371726799.A.6BA.html"," 6/20","3"
"1115","[新聞]布萊德彼特曾嗑藥度日 訪問暢談荒唐歲月","northoslo","/bbs/movie/M.1371727558.A.79D.html"," 6/20","9"
"1116","[負雷] DC 超人 欺騙了我的感情 ","carcass","/bbs/movie/M.1371728738.A.DDB.html"," 6/20","12"
"1117","[討論] 問一個大陸演員","qwert2013","/bbs/movie/M.1371729747.A.A08.html"," 6/20","11"
"1118","[送出] 6/24晚上7點淒厲人妻入場券1張","sunnyeva","/bbs/movie/M.1371731592.A.9AB.html"," 6/20","2"
"1119","[好無雷] 末日Z戰-殭屍迷可以看","wksie","/bbs/movie/M.1371731746.A.F39.html"," 6/20","6"
"1120","[普雷] 末日之戰","Ailkernoos","/bbs/movie/M.1371732599.A.CED.html"," 6/20","8"
"1121","[問片] 外國鬼片","civiya","/bbs/movie/M.1371734102.A.DBD.html"," 6/20","2"
"1122","[問片] 有關期貨買賣的片","Ambersilver","/bbs/movie/M.1371735632.A.098.html"," 6/20","2"
"1123","[好雷] 出神入化","photocap","/bbs/movie/M.1371735639.A.6AD.html"," 6/20","4"
"1124","[好雷] 末日之戰～如果大自然變成殺人魔","paulyear","/bbs/movie/M.1371737282.A.065.html"," 6/20",""
"1125","[極爽雷] 超人-鋼鐵英雄","alan2234","/bbs/movie/M.1371737461.A.CDE.html"," 6/20","27"
"1126","[無雷] 推薦超高速殭屍片，末日Z戰","kodo","/bbs/movie/M.1371737678.A.F21.html"," 6/20","2"
"1127","[片單] 音樂家的傳記電影","wickham","/bbs/movie/M.1371737881.A.1ED.html"," 6/20","11"
"1128","[負無雷] 末日Ｚ戰","NewSpec","/bbs/movie/M.1371737936.A.647.html"," 6/20","18"
"1129","[討論] 超人的反派角，將軍是條好漢","guanyinma","/bbs/movie/M.1371738469.A.676.html"," 6/20","10"
"1130","[究級惡雷]天機-富春山居圖，超乎想像的糞作 ","pttgunnima","/bbs/movie/M.1371738622.A.EBB.html"," 6/20","52"
"1131","[好雷]末路車神觀後心得 ","lolastar","/bbs/movie/M.1371738775.A.0DF.html"," 6/20","7"
"1132","Re: [情報]宇宙囧片王．富春山居圖（上）","shinbird","/bbs/movie/M.1371739127.A.18C.html"," 6/20","17"
"1133","Fw: [情報] 2013 北美7~9月上映電影列表","ooic","/bbs/movie/M.1371740038.A.C60.html"," 6/20","6"
"1134","[好雷]聽說桐島退社了 --對夢想的承諾 ","aking306","/bbs/movie/M.1371741063.A.B94.html"," 6/20","15"
"1135","[普雷]末日Z戰 ","Ringostar","/bbs/movie/M.1371741756.A.175.html"," 6/20","4"
"1136","[普雷] 未日之戰","superdyco","/bbs/movie/M.1371742217.A.CF8.html"," 6/20","1"
"1137","[討論] 香港最會演變態的演員","df1476eee","/bbs/movie/M.1371743529.A.640.html"," 6/20","34"
"1138","[神作] 天機 富春山居圖 ","fanecerce","/bbs/movie/M.1371744423.A.2DF.html"," 6/21","17"
"1139","[情報] HISHE該怎麼完結-鋼鐵人3 中文字幕","KYLAT","/bbs/movie/M.1371744458.A.FBB.html"," 6/21","11"
"1140","[有雷] 當你以為勵志都是豪洨——《十月的天空》","Ingen","/bbs/movie/M.1371744553.A.FAD.html"," 6/21","7"
"1141","[新聞] 活屍入侵，布萊德彼特拯救世界！","mart5301","/bbs/movie/M.1371744725.A.20D.html"," 6/21","1"
"1142","[好雷]  暴力的超人","kiwibee","/bbs/movie/M.1371744806.A.5F8.html"," 6/21","2"
"1143","[好雷] 末日之戰 重溫被追的感動","b98801022","/bbs/movie/M.1371745181.A.22E.html"," 6/21","9"
"1144","[好雷] 我的性愛六堂課 ","UNMJ","/bbs/movie/M.1371745316.A.B36.html"," 6/21","3"
"1145","[討論]【獨行俠】新電影片段 強尼戴普x艾米漢默","tkuaaa","/bbs/movie/M.1371745515.A.127.html"," 6/21","1"
"1146","Re: [請益] 超人-克利普頓星的拓荒者","MrLuna","/bbs/movie/M.1371745680.A.E37.html"," 6/21","2"
"1147","Re: [神作] 天機 富春山居圖 ","shinbird","/bbs/movie/M.1371745957.A.B69.html"," 6/21","3"
"1148","[請益] 請問這個可以貼電影板嗎? XDDDDD","gaymuscle","/bbs/movie/M.1371746362.A.969.html"," 6/21","9"
"1149","[片單] 大都市為背景的愛情片","JessKB24","/bbs/movie/M.1371746775.A.A62.html"," 6/21","34"
"1150","[好雷]末日Z戰 爽片一部 ! ","okpong","/bbs/movie/M.1371747193.A.5EC.html"," 6/21","9"
"1151","[ 好雷] 末日之戰","earlwu","/bbs/movie/M.1371748466.A.81C.html"," 6/21","3"
"1152","[普/好雷] 末日Z戰","aljinn","/bbs/movie/M.1371748925.A.C3E.html"," 6/21","8"
"1153","[請益] 有關黑森林蛋糕的台詞","smss","/bbs/movie/M.1371749622.A.CE0.html"," 6/21","4"
"1154","Re: [普雷] 頂尖對決疑問","milker","/bbs/movie/M.1371750231.A.013.html"," 6/21","4"
"1155","[好雷] 你不能不知道的天機 （富春山居圖）","liusim","/bbs/movie/M.1371750962.A.233.html"," 6/21","77"
"1156","[討論] 小勞勃道尼續演復仇者聯盟2、3","alljerry04","/bbs/movie/M.1371751052.A.368.html"," 6/21","17"
"1157","[請益] 阿嬤的夢中情人 鄧安寧出現在哪裡(有雷)","leejy","/bbs/movie/M.1371752905.A.39D.html"," 6/21","2"
"1158","Re: [好雷] 你不能不知道的天機 （富春山居圖）","blatta","/bbs/movie/M.1371754900.A.56C.html"," 6/21","3"
"1159","Re: [普雷] 頂尖對決疑問","rrr111222","/bbs/movie/M.1371757086.A.B7B.html"," 6/21","2"
"1160","Re: [普雷] 頂尖對決疑問","a129388477","/bbs/movie/M.1371757532.A.6F6.html"," 6/21","5"
"1161","[問片] 一部片車禍失憶的酷哥，醒來發現全都變了","GodIronman","/bbs/movie/M.1371757577.A.223.html"," 6/21","6"
"1162","[討論] 《末日之戰》的政治符碼","npustccw","/bbs/movie/M.1371759029.A.2A1.html"," 6/21","7"
"1163","[片單] 有推薦的港片嗎","tigerblue002","/bbs/movie/M.1371765175.A.75B.html"," 6/21","14"
"1164","[討論] 巨石強森可能在「魔鬼終結者5」演反派角色","beckseaton","/bbs/movie/M.1371767856.A.D97.html"," 6/21","25"
"1165","[轉錄] 劉德華:已習慣別人說我適合當特首","wty","/bbs/movie/M.1371774761.A.142.html"," 6/21","4"
"1166","[普好雷]末日Z戰:進擊的高速螞蟻殭屍 ","arsl400","/bbs/movie/M.1371776164.A.799.html"," 6/21","2"
"1167","[好雷] 末日之戰-專為台灣拍的片 ","PttJoke","/bbs/movie/M.1371776572.A.E85.html"," 6/21",""
"1168","[問片] 年前一部恐怖片被鄉民說超搞笑","genica","/bbs/movie/M.1371776980.A.9E7.html"," 6/21","8"
"1169","[心得]末日z戰心得文(小捏)","edward512","/bbs/movie/M.1371777222.A.AF4.html"," 6/21","11"
"1170","[負雷] 超人man of steel","asdisr","/bbs/movie/M.1371777699.A.758.html"," 6/21","13"
"1171","[片單] 有推薦的韓國電影嗎?","tyc1126","/bbs/movie/M.1371778689.A.133.html"," 6/21","爆"
"1172","Re: [好雷] 超人:鋼鐵英雄 純心得文","hwst","/bbs/movie/M.1371779600.A.93A.html"," 6/21","4"
"1173","[情報] 福斯公布ID4 2等多片上映日期","ooic","/bbs/movie/M.1371780854.A.7E5.html"," 6/21","24"
"1174","[普雷] 大亨小傳之寓意深+我愛時尚華麗視覺!","happyjyj","/bbs/movie/M.1371781015.A.BD8.html"," 6/21","1"
"1175","Re: [心得] 超時空戰警3D (有劇情)","BF109Pilot","/bbs/movie/M.1371784204.A.0AB.html"," 6/21","4"
"1176","[情報] STAR MOVIES 復仇者聯盟 播映時間","inkbox","/bbs/movie/M.1371785516.A.A21.html"," 6/21","5"
"1177","[討論]安海瑟威【Lifeboat】扮嫌疑犯&新片片場照","tkuaaa","/bbs/movie/M.1371786089.A.E85.html"," 6/21","1"
"1178","[普雷] 《出神入化》／Now You See Me ","SunsetC","/bbs/movie/M.1371786557.A.6C2.html"," 6/21","1"
"1179","Fw: [新聞]《科學小飛俠》真人版電影宣傳影片正式公","arch1212","/bbs/movie/M.1371787183.A.F61.html"," 6/21","10"
"1180","[問片] 請幫神一部電影。＞＜","Yomiuri","/bbs/movie/M.1371788941.A.FA8.html"," 6/21","4"
"1181","[討論]【蜘蛛人】新系列再添女角 又一新瑪莉珍?!","tkuaaa","/bbs/movie/M.1371791527.A.299.html"," 6/21","6"
"1182","[好雷]頂尖對決中貝爾的身分 ","uipstuqq","/bbs/movie/M.1371792183.A.3DB.html"," 6/21","5"
"1183","[新聞] 〈快訊〉報告班長名導金鰲勳　今早病逝","earning","/bbs/movie/M.1371793003.A.972.html"," 6/21","25"
"1184","Fw: [休閒] 大量未整理電影海報","wyvernlee","/bbs/movie/M.1371793195.A.C72.html"," 6/21","17"
"1185","[請益] 末日z戰會很恐怖嗎？","lele1014","/bbs/movie/M.1371794360.A.F60.html"," 6/21","29"
"1186","[討論] 末日之戰的疑問(有雷勿近)","jeff0205","/bbs/movie/M.1371794991.A.864.html"," 6/21","2"
"1187","[討論] 蜜拉喬娃維琪《惡靈古堡6》等到2015年","northoslo","/bbs/movie/M.1371795437.A.D28.html"," 6/21","30"
"1188","[好雷] 藥命關係：司法精神醫學觀點(一)","orgas","/bbs/movie/M.1371796058.A.A52.html"," 6/21","1"
"1189","[問片] [有雷] 一男同時搞上三姊妹(當女人真好)","pyhpyh","/bbs/movie/M.1371796071.A.D57.html"," 6/21","8"
"1190","[好雷]藥命關係：司法精神醫學觀點(二)","orgas","/bbs/movie/M.1371796921.A.0BD.html"," 6/21","6"
"1191","[好雷]《末日Ｚ戰》屍如潮水它將你我包圍 ","ash1118","/bbs/movie/M.1371797481.A.165.html"," 6/21","7"
"1192","Re: [討論] 《末日之戰》的政治符碼","XXPLUS","/bbs/movie/M.1371798609.A.15C.html"," 6/21","5"
"1193","[新聞]【ID4】續集敲定2015年 威爾史密斯缺席","kevinhft","/bbs/movie/M.1371798830.A.292.html"," 6/21","30"
"1194","Re: [問片] 劉青雲有關詐騙的港片!","gyman911","/bbs/movie/M.1371799237.A.7F6.html"," 6/21","2"
"1195","Fw: [情報]""電影知識的終極寶典"" 穿越百年璀璨光影","chewayne","/bbs/movie/M.1371800047.A.DB9.html"," 6/21","7"
"1196","[好雷]超人：鋼鐵英雄 Man of Steel","afterwing","/bbs/movie/M.1371800620.A.F5E.html"," 6/21","10"
"1197","[新聞]小勞勃道尼接""復仇者聯盟2"" 3.6億代言HTC ","tomford","/bbs/movie/M.1371800761.A.838.html"," 6/21","7"
"1198","[討論] 五湖四海","qwert2013","/bbs/movie/M.1371801548.A.476.html"," 6/21","5"
"1199","[Live] HBO 16:00 星艦迷航記2: 星戰大怒吼 ","meld","/bbs/movie/M.1371801854.A.58B.html"," 6/21","11"
"1200","[贈票] 喜滿客影城-《怪獸大學》3D特映券2張","Debblie","/bbs/movie/M.1371802396.A.17E.html"," 6/21","1"
"1201","[負雷] 問號：富春山居圖","AriesJ1M","/bbs/movie/M.1371802673.A.306.html"," 6/21","8"
"1202","[新聞] 堅守文化免議政策 歐盟影視產業免於自由","hot5566","/bbs/movie/M.1371806136.A.0C6.html"," 6/21","3"
"1203","[新聞] 法國有例外 台灣沒有例外","hot5566","/bbs/movie/M.1371806282.A.54E.html"," 6/21","10"
"1204","[算好雷] 七龍珠之鋼鐵英雄","sker2222","/bbs/movie/M.1371809679.A.E54.html"," 6/21","15"
"1205","[討論] 《Ｘ戰警：未來昔日》金鋼狼現身!角色將會..","northoslo","/bbs/movie/M.1371810861.A.9E2.html"," 6/21","2"
"1206","[討論] 超人鋼鐵英雄 X NOKIA LUMIA 925廣告","nvidia123","/bbs/movie/M.1371811030.A.D60.html"," 6/21","8"
"1207","[團購] 天機:試片大會 (6.21 22:30更新)","kinple","/bbs/movie/M.1371811201.A.7EA.html"," 6/21","17"
"1208","[問片] 問一部疑似是物理學家VS咒術師的日本片 ","roex0608","/bbs/movie/M.1371812923.A.84C.html"," 6/21","6"
"1209","[問片] 一部西洋恐怖/驚悚 (有雷)","abunaihito","/bbs/movie/M.1371814232.A.CB4.html"," 6/21","4"
"1210","[問片] 一部美國劇情片(有雷)","annna","/bbs/movie/M.1371814560.A.462.html"," 6/21","2"
"1211","[贈票] 按讚分享抽威秀電影票2張","klimchiung","/bbs/movie/M.1371816085.A.62D.html"," 6/21",""
"1212","Re: [究級惡雷]天機-富春山居圖，超乎想像的糞作 ","xdfunnyboy","/bbs/movie/M.1371816542.A.4DB.html"," 6/21","7"
"1213","[好雷] 末日Z戰 ","shamanlin","/bbs/movie/M.1371816893.A.406.html"," 6/21","10"
"1214","[請益] 富春山居圖","LieChinDer","/bbs/movie/M.1371817577.A.F2D.html"," 6/21","45"
"1215","[普負雷] 富春山居圖比刺陵好看阿 ","xdfunnyboy","/bbs/movie/M.1371817676.A.F7E.html"," 6/21",""
"1216","Re: [討論] 末日之戰的疑問(有雷勿近)","Brad255","/bbs/movie/M.1371817817.A.C77.html"," 6/21","2"
"1217","[好雷] 末日Z戰:進擊の殭屍 ","eapcy","/bbs/movie/M.1371819385.A.825.html"," 6/21",""
"1218","[選片] 末日z戰和出神入化","yuxian5566","/bbs/movie/M.1371820107.A.561.html"," 6/21",""
"1219","Fw: [情報] <天台>學生特映場~!!(台北,高雄)","beck0617","/bbs/movie/M.1371822587.A.80C.html"," 6/21",""
"1220","[問片] 老動畫電影 跟恐龍龍有關的","sker2222","/bbs/movie/M.1371823028.A.095.html"," 6/21","3"
"1221","Re: [好雷] 你不能不知道的天機 （富春山居圖）","sbeman","/bbs/movie/M.1371823849.A.864.html"," 6/21","1"
"1222","Re: [討論] 末日之戰的疑問(有雷勿近)","linbubu","/bbs/movie/M.1371824207.A.685.html"," 6/21","1"
"1223","[好雷] 鋼鐵英雄的完美與平凡 ","deankuo","/bbs/movie/M.1371824358.A.915.html"," 6/21","5"
"1224","[問片] 飛機內的時空與外界不同的一部片","kgray10","/bbs/movie/M.1371824587.A.FF9.html"," 6/21","7"
"1225","[討論] 你覺得非常好看,但卻沒甚麼人討論的好片?","Daikin","/bbs/movie/M.1371824669.A.C31.html"," 6/21","爆"
"1226","[好雷]派特的幸福劇本 ","petand86","/bbs/movie/M.1371824736.A.8D8.html"," 6/21","4"
"1227","[Live] 22:50殺客同萌cinemax","perigee","/bbs/movie/M.1371825373.A.80D.html"," 6/21","6"
"1228","[請益] 月經文卻仍然熱烈討論的原因？","yuxian5566","/bbs/movie/M.1371825696.A.144.html"," 6/21",""
"1229","[請益] 末日之戰以色列的橋段(有雷)","theadi","/bbs/movie/M.1371825902.A.F23.html"," 6/21","7"
"1230","Re: [贈票] 《破案天才伽利略：真夏方程式》贈票活動","jimmacky2000","/bbs/movie/M.1371826729.A.D82.html"," 6/21","2"
"1231","[請益] 請問一個蝙蝠俠3的問題(內有雷)","momohide","/bbs/movie/M.1371828095.A.040.html"," 6/21",""
"1232","[選片] 出神入化、大亨小傳、聽說桐島要退社","yuchieh1220","/bbs/movie/M.1371828252.A.A34.html"," 6/21","19"
"1233","Re: [討論] 史上最強配樂","scrubber","/bbs/movie/M.1371829832.A.C7A.html"," 6/21","1"
"1234","[好雷] 《藥命關係》的故事與心得 ","snell","/bbs/movie/M.1371829870.A.B90.html"," 6/21","1"
"1235","[請益] 請問末日之戰有看3D的價值嗎?","yuchuan0521","/bbs/movie/M.1371830394.A.A01.html"," 6/21","10"
"1236","[討論] 今晚九點電影/週末電影精選(含MOD)","xFANx","/bbs/movie/M.1371830627.A.426.html"," 6/22","10"
